song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP0924,Congress really image song.,Angel Warren,Culture.,Pop,28/10/13,177,90,5229489,German,Yes,Atlantic Records,Lindsey Braun,Timothy Lucas,
SP0925,Check specific issue.,William Price,Marriage one.,Electronic,03/11/94,201,71,75319865,,No,Atlantic Records,Melissa King,Marissa Park,Robert Mendoza
SP0926,Them despite toward.,Danielle Chavez,Five.,Electronic,03/11/15,277,18,65013559,Spanish,No,Def Jam,Stephanie Fox,Anthony Hayes,
SP0927,Right around wear.,James Flynn,Wait yeah.,Hip-Hop,07/07/98,229,18,77874777,English,No,Indie,Anthony Cook,David Castro,
SP0928,Clear soon artist.,Kimberly Villarreal,His a.,Electronic,01/07/19,258,92,7836588,English,Yes,Atlantic Records,Jacqueline Brewer,Jose Bean,
SP0929,Smile usually example.,Michele Smith,Child table.,Hip-Hop,30/11/06,212,80,69428741,English,No,Universal Music,Lisa Ramirez,Joe Collins,
SP0930,Start us.,Courtney Moody,Economic great.,Classical,21/11/99,246,61,96254710,English,No,Indie,Cole Mcclain,Tyler Perez,
SP0931,Physical house exist memory.,Thomas Ramirez,Strong.,Pop,12/05/18,,34,36277340,English,No,Sony Music,Joseph Barajas,Vanessa Reyes,James Carr
SP0932,Agree week everyone parent.,Angela Hayes,Star.,Hip-Hop,17/05/06,,15,6496349,English,Yes,Def Jam,Kathryn Patterson,Sandra Sanchez,
SP0933,All image gas.,Oscar May,Apply.,Pop,29/04/22,228,28,30725244,English,Yes,Sony Music,James Martin,Billy Franco,
SP0934,Growth central year none.,Stanley Jimenez,Lead.,Hip-Hop,06/08/05,210,4,24490474,,Yes,Warner Music,Eric Morrison,Carolyn Dyer,Paul Atkinson
SP0935,Thing we truth glass.,Rebecca Wagner,Lead improve.,Jazz,03/08/05,207,61,63369353,Japanese,No,Warner Music,Peggy Stewart,Kevin Huynh,
SP0936,Understand ask.,Barbara Murray,Impact.,Hip-Hop,06/07/18,177,44,4549172,Spanish,Yes,Indie,Lisa Wheeler,Brenda Wilkins,Whitney Martinez
SP0937,Card cut.,Jonathan Dixon,Wife.,Electronic,10/06/04,277,97,74803079,French,No,Sony Music,Melissa Lopez,Caitlin Williams,
SP0938,Democratic someone his everyone.,Stephen Mcguire,Understand.,Hip-Hop,28/10/06,210,48,97068573,English,No,Atlantic Records,Erin Blanchard,Jennifer Moore,
SP0939,Then enjoy there.,Paige Franco,Though.,Electronic,30/01/98,353,38,63800420,French,Yes,Atlantic Records,Christopher Hayes,Alicia Kelly,
SP0940,Participant fire shake.,Brent Brewer,Wind.,Pop,24/10/01,249,15,55012903,English,No,Warner Music,Kevin Brown,Christina Johnson,Jacob Kelley
SP0941,She look safe.,Justin Mccoy,After.,Hip-Hop,09/09/16,199,28,54136919,English,Yes,Sony Music,Deborah Woods MD,Randall Jones,Philip Berger
SP0942,Per.,Brittany Myers,Down.,Hip-Hop,06/03/02,289,56,84631861,Spanish,Yes,Indie,Samantha Gardner,Brandi Costa,Michael Parrish
SP0943,Significant then such.,Matthew Taylor,Style technology.,Jazz,13/01/04,262,34,57969887,English,No,Def Jam,David Ramirez DDS,John Gamble,Donald Reed
SP0944,Follow pick consumer.,Amy Morgan,Book sign.,Pop,02/01/00,216,82,1788957,English,Yes,Atlantic Records,Jennifer Hopkins,Damon Martinez,
SP0945,Moment recognize dark.,Shelly Garcia,Study.,Hip-Hop,01/12/94,212,36,66440531,Italian,No,Indie,Susan Welch,Alexis Parker,
SP0946,Together strong.,Alyssa Davis,Shoulder.,R&B,26/04/16,249,50,18801874,English,No,Indie,Dalton Braun,Alexis Terry,
SP0947,Feeling tree to.,Andrew Dixon,Anything reduce.,Folk,03/12/21,,13,98719367,English,Yes,Sony Music,David Cooke,Andre Watkins,Heather Martinez
SP0948,Life sell yard.,Alicia Valencia,Nor year.,Electronic,30/03/07,335,89,22000811,English,Yes,Indie,Melanie Proctor,Jack Barrett,Jay King
SP0949,Sort manager medical.,Kelsey Hudson,Understand.,Pop,05/09/06,,64,99491032,English,Yes,Indie,Kevin Gay,Laura Price,Jeffrey Wells
SP0950,School treat themselves.,Veronica Campbell,Message.,Classical,05/04/15,298,74,11847746,English,Yes,Sony Music,Tara Yoder,Paul Schaefer,
SP0951,Pull officer floor.,Ms. Cheryl Bryan,Pick kind.,Pop,04/04/24,289,78,70413961,Japanese,No,Universal Music,Katherine Carey,Madison Frank,
SP0952,How value.,Collin Stone,Participant.,Pop,20/05/15,235,89,76021921,English,Yes,Indie,Roy Garcia,Holly Carr,
SP0953,Nice my interview.,Gina Bowman,Evening type.,Folk,25/07/95,245,28,25859458,,No,Warner Music,Victoria Roberts,Ray Allen,
SP0954,One although staff.,Gerald Reed,Provide.,Hip-Hop,22/06/07,229,35,46861148,English,No,Atlantic Records,Ashley Malone,Tricia Murillo,Laura Collier
SP0955,Thus until matter.,Tamara Jacobs,Door.,Pop,27/06/18,265,35,77329884,English,No,Def Jam,Tammy Fisher,Stephen Weber,
SP0956,Turn field author.,Matthew Phillips,Door speech.,Hip-Hop,20/12/17,333,35,73709774,English,No,Universal Music,Jonathan Bradley,Jacob Henderson,
SP0957,Red away.,Sandy Williams,Hour.,Classical,14/08/95,,44,27870053,English,No,Warner Music,Krista King,Brian Charles,
SP0958,Listen try option.,Daniel Dawson,Drug.,Pop,16/07/05,248,32,86401101,English,No,Atlantic Records,Laura Conner,Jonathan Kelly,
SP0959,Pick back control.,Patricia Holden,Part dinner.,Pop,05/12/05,234,41,63202653,Spanish,No,Atlantic Records,Denise Thornton,Zachary Martin,
SP0960,Deep big.,Elizabeth Finley,Person.,Pop,15/04/20,237,31,74746320,English,Yes,Universal Music,Raymond Calhoun,Sabrina Gardner,
SP0961,Imagine reveal work.,Daniel Todd,Chance beautiful.,Hip-Hop,29/09/03,220,99,82443351,English,No,Warner Music,Dr. Lisa Garcia,Matthew Cox,
SP0962,Entire difference compare.,Carol Buckley,Little.,Jazz,20/03/96,342,98,60480210,English,No,Atlantic Records,Jordan Thornton,Alexander Smith,Devon Lewis
SP0963,Station notice art.,Erin Dodson,Company recent.,Electronic,10/07/23,300,93,76496609,German,Yes,Universal Music,William Nelson,Mary Sherman,
SP0964,But fight phone group.,Emily Davis,Behind.,Electronic,07/04/16,175,93,97851555,English,No,Indie,Elizabeth Mills,Kristen Hester,
SP0965,Debate above.,Thomas Martin,Also.,Electronic,10/08/96,316,64,58057997,Italian,No,Indie,Victoria Johnson,Chelsea Mcguire,
SP0966,Account own.,Kevin Cox,The practice.,Electronic,24/03/12,253,14,1591774,English,Yes,Def Jam,Justin Cardenas,Alexa Ritter,
SP0967,Tonight cold herself.,Kevin Tucker,Community lose.,Electronic,22/06/13,261,48,85683797,English,Yes,Def Jam,Michael Taylor Jr.,David Jones,
SP0968,Foot perform major.,Lauren Cline,Art hope.,Classical,09/02/99,254,94,32060947,English,No,Indie,Kristen Reese,Kyle Carroll,
SP0969,Where international what.,Richard Phillips,Drop crime.,Pop,14/07/21,302,32,54024398,French,No,Indie,Kelsey Bryan,Matthew Evans,
SP0970,Ground lose.,Maria Fisher,Performance.,Hip-Hop,09/06/08,162,5,66589009,English,Yes,Universal Music,Jessica Baird,Jill Mckee,
SP0971,Bad well.,Ronald Thompson,Total.,Hip-Hop,30/05/18,239,83,37831570,,No,Sony Music,Antonio Stewart,Dawn Gordon,
SP0972,His mean.,Cameron Graham,Music reduce.,Hip-Hop,13/07/97,210,10,86966721,English,No,Sony Music,Matthew Dunn,Richard Allen,
SP0973,It shoulder.,Antonio Arias,North number.,Hip-Hop,12/04/24,166,75,19074144,English,No,Atlantic Records,Kyle Sanchez,John Walton,
SP0974,Star business.,Jocelyn Smith,After.,Folk,04/03/20,279,95,89071319,English,Yes,Warner Music,Barbara James,Aaron Santos,
SP0975,Deal change.,Michael Melton,Her.,Pop,25/02/01,,49,72985829,English,No,Def Jam,Julie Deleon,Jenny Carroll,Timothy Richards
SP0976,Give much.,Brenda Lopez,Indeed little.,Pop,12/03/04,205,73,68371944,English,Yes,Warner Music,Matthew Parker,Joseph White,
SP0977,Process light.,Timothy Bryant,Camera.,Pop,01/12/23,200,71,74723346,English,Yes,Indie,Christopher Russell,Patrick Foster,Crystal Scott
SP0978,Represent sure.,Jill Moore,That.,Electronic,01/06/09,,62,33451647,English,Yes,Warner Music,Ashley Clark,Matthew Hernandez,Omar Walton
SP0979,Popular.,Christopher Campbell,Song attorney.,Hip-Hop,17/09/97,232,86,96366093,French,Yes,Warner Music,Katelyn Brown,Briana Long,
SP0980,Before get.,Timothy Clay,His what.,Pop,09/06/09,186,28,32955139,English,Yes,Sony Music,Matthew Sherman,Teresa Clay,
SP0981,Chair view year.,Robert Miller,Also.,Hip-Hop,24/02/06,,94,76443494,English,Yes,Indie,Alicia Walsh,Kevin Carpenter,
SP0982,Course only.,Jeffery Reeves,With.,Pop,03/06/12,,83,27134755,English,No,Indie,Christopher Keith,Stephanie Howard,Todd Downs
SP0983,Into per wrong.,Angela Davidson,Difference century.,Electronic,30/09/11,290,85,81996171,English,No,Atlantic Records,Larry Edwards,Marc Pruitt,Scott Rose
SP0984,Girl health dinner.,Anthony Lewis,Wind.,Classical,28/12/06,215,24,26202938,Korean,No,Universal Music,Alexis Huff,Randall Williams,
SP0985,Kid reach doctor.,Courtney Wall,Large chance.,Hip-Hop,27/09/99,337,88,68760942,English,Yes,Warner Music,Summer Williams,Melissa Garcia,
SP0986,Yes war.,Erin Davis,Sing.,Electronic,11/04/96,239,28,67376304,English,No,Universal Music,Phillip Dixon,Gina Foster,
SP0987,Our gun.,Justin Dominguez,Much positive.,Electronic,02/02/23,304,14,94251295,English,Yes,Universal Music,Lisa Nelson,Brian White,Ashley Hernandez
SP0988,Report to.,April Davenport,Happy article.,Hip-Hop,22/05/98,170,57,19535150,English,Yes,Warner Music,Anne Ellis,Jonathan Mcgrath,
SP0989,So wife book.,Stephanie Kane,Could.,Classical,17/12/96,237,13,53830669,English,Yes,Atlantic Records,Dana Gardner,Melody Reyes,
SP0990,Study service.,Nathan Carroll,Rather.,Pop,04/01/98,,31,81750514,English,No,Def Jam,Brandy Walker,Meredith Krueger,
SP0991,Until activity present.,Sara Castro,Quality daughter.,Classical,01/02/10,289,9,32621332,Spanish,No,Indie,Gavin Davis,Crystal Wood,Antonio Montes
SP0992,Wish reach scene.,Danielle Stevens,Nothing.,Electronic,15/09/04,198,41,50421930,English,No,Def Jam,Angel Mooney,Courtney Walker,Jesse Vargas
SP0993,Food mention.,Cassandra Goodman,Long.,Pop,11/01/07,257,79,49395181,English,Yes,Indie,Kevin Huynh,Lisa Sullivan,
SP0994,Class several.,Edward White,Election also.,Pop,04/11/10,213,15,54095582,English,Yes,Indie,Johnny Bernard,Travis Olson,Larry Gross
SP0995,Field century never.,Paul Davidson,Impact clear.,Classical,27/09/01,223,81,55103150,Spanish,Yes,Warner Music,Anthony Elliott,Rachel Hernandez,
SP0996,Yes anything party.,Jose Ortega,Effect husband.,Pop,29/05/01,205,77,62663771,English,No,Sony Music,Sean Holland,Anne Johnson,Adam Moreno
SP0997,Speak away third.,Jessica Poole,Interest senior.,Pop,20/11/96,324,30,79960995,English,No,Warner Music,Mr. Kevin Gordon MD,James Moore,Kimberly Hall
SP0998,Billion.,James Campbell,Environment include.,Pop,01/04/07,103,63,32663075,English,Yes,Warner Music,Randall Parker,Matthew Glass,
SP0999,Few enter hair court.,Ivan Richardson,Affect.,Hip-Hop,04/09/16,,36,7019976,English,Yes,Atlantic Records,Emily Spears,Allen Gould,Dr. Bradley Rodriguez DDS
SP1000,Front consider will.,Robert Lewis,How foreign.,Electronic,24/05/12,274,7,25352254,English,Yes,Atlantic Records,Lisa Smith,Keith Thomas,David Graves
SP1001,Space bill.,Desiree Ferrell,Right.,Electronic,21/06/05,181,75,92083101,English,No,Indie,Jeffrey Oconnor,Karen Grimes DVM,
SP1002,Hear.,Joyce Padilla,Town.,Electronic,30/09/02,176,89,77912405,Italian,Yes,Indie,Christopher Cochran,Steven Soto,Joshua Ross
SP1003,Personal throughout suddenly.,Rebecca Crosby,Couple.,Pop,04/09/98,258,70,46126004,English,Yes,Sony Music,Brian English,Dana Ray,Richard Little
SP1004,Feeling full.,Angela Lee,Must.,Country,27/11/19,291,56,55155257,English,Yes,Sony Music,Christine Landry,Kyle Young,
SP1005,Air me.,Keith Gonzalez,Pull whole.,Electronic,14/06/23,258,19,51253710,English,No,Def Jam,Elizabeth Davis,Dawn Hudson,Nancy Cochran
SP1006,Thank individual.,Kimberly Johnson,Here.,Electronic,27/10/11,190,91,88562554,English,Yes,Atlantic Records,Bianca Roberts,Megan Lopez,Shannon Franklin
SP1007,Why range lead.,Robin Lynch,Issue quality.,Electronic,09/07/23,263,79,6711779,English,No,Atlantic Records,Raven Gonzales,Maria Smith,Cody Martinez
SP1008,Away between thousand.,Joshua Oconnell,Goal.,Pop,18/02/18,,86,23966692,English,Yes,Def Jam,Linda Huynh,Samuel Stewart,
SP1009,Ability yard last.,Wayne Scott,Stage Mr.,Pop,26/08/04,122,77,44381205,Spanish,No,Def Jam,Tracy Melton,Melanie Wilson,
SP1010,Amount note because.,Amanda Stevens,Either difficult.,Country,30/10/98,193,10,75421389,English,Yes,Indie,Austin Gross,Shelly Johnson,Michael Gonzalez
SP1011,Message.,Eric Hayes,Such.,Country,04/03/21,333,56,77119263,English,No,Atlantic Records,Autumn Clark,Tony Ford,
SP1012,Walk attack front.,Traci Hines,Him.,Electronic,13/12/15,143,64,47959390,French,Yes,Atlantic Records,Jennifer Frazier,Wendy Lam,
SP1013,Sort work.,Amber Gonzales,War.,Hip-Hop,24/03/02,,66,85928577,English,No,Indie,Jasmine Payne,Kirsten Webb,
SP1014,Establish theory still.,Steven Jones,Act become.,Hip-Hop,01/05/05,258,54,14327351,English,No,Warner Music,Pamela Griffin,Sarah Taylor,James Jones
SP1015,Then give reality manager.,Leslie Stewart,Thought capital.,Hip-Hop,23/08/97,308,66,83202555,English,Yes,Universal Music,Chase Evans,Christopher Colon,
SP1016,International relationship.,Jennifer Williams,Modern indicate.,Pop,15/09/15,,22,70347990,English,No,Indie,Timothy Morris,Paul Miller,
SP1017,Physical vote few.,Lisa Cooper DVM,By.,Classical,26/11/94,303,6,60749196,English,No,Def Jam,Sharon Johnson,Kelly Brooks,
SP1018,Eye.,William Smith,Bring front.,Electronic,05/02/98,211,8,63832102,Italian,Yes,Warner Music,Mario Navarro,Kimberly Hill,
SP1019,Happen industry program.,Sarah Henry,Machine.,Classical,01/08/19,248,11,15861627,English,No,Def Jam,Darrell Thomas,Michael Barnett,
SP1020,Fish.,Tony Banks,Natural.,Pop,02/11/14,249,52,29346349,English,No,Def Jam,Dr. Troy Johnson DVM,Jared Oconnor,
SP1021,Court try.,Abigail Cherry,Senior.,Electronic,29/04/24,243,26,11889780,Spanish,No,Universal Music,Madeline May,Robert Burton,
SP1022,Quickly bank.,Alicia Hansen,She.,Country,31/01/20,312,49,83805603,English,No,Atlantic Records,Timothy Boyd,Preston Ryan,Erin Donovan
SP1023,Pick student one.,Meredith Morris,Team some.,Hip-Hop,09/11/20,203,56,50962328,English,No,Def Jam,Cody Jones,Kurt Wilson,
SP1024,War.,Kyle Collins,Against.,Hip-Hop,18/11/01,206,12,51751102,English,Yes,Sony Music,William Cook,Cory Cox PhD,Tyler Bush
SP1025,Doctor suffer response.,Deborah Morris,Thought education.,Pop,01/12/03,260,77,74300118,English,No,Sony Music,Tina Thomas,Elaine Hoffman,
SP1026,Protect past add.,Shannon Bowman,Join.,Jazz,13/09/22,171,34,48195663,English,No,Def Jam,Sarah Bell,Jennifer Woodward,
SP1027,Letter owner.,Eric Myers,Simple situation.,Electronic,10/06/24,245,81,62400128,English,No,Warner Music,Haley Moreno,Carol Craig,
SP1028,Without have court.,Susan Allen,Effect oil.,Electronic,25/10/05,250,32,80746889,German,No,Indie,Michael Bryant,Matthew Castaneda,
SP1029,Water cover.,Rachel Craig,Break live.,Electronic,31/12/07,199,2,92771721,German,No,Atlantic Records,Brett Reed,Joshua Taylor,
SP1030,Generation institution thing.,Thomas Terry,Beyond.,Hip-Hop,30/04/99,,40,10421501,English,Yes,Def Jam,Christina Thomas,Ann Kaiser,Regina Boyd
SP1031,Increase too number.,Rita Sanders,Strategy.,Hip-Hop,16/01/18,224,25,18380645,English,Yes,Atlantic Records,Brian Evans,James Hall,Michael Fields
SP1032,Guess structure floor.,Lori Higgins,Else dinner.,Electronic,26/05/05,201,47,83357188,English,No,Warner Music,Eric Carter,Christopher Lawrence MD,
SP1033,Itself read different.,Kevin Young,Republican.,R&B,15/07/20,247,57,7979211,,No,Warner Music,Jamie Ellison,Patrick Pineda,Dustin Hawkins
SP1034,Protect yes professional.,Melissa Nelson,Eat.,Pop,10/09/07,200,53,26436083,German,No,Sony Music,Shelley Pitts,Joseph Waters,
SP1035,Various.,Rita Benjamin,Dinner future.,Electronic,27/09/98,240,75,65860662,English,No,Indie,Gregory Williams,Diane Ortega,
SP1036,Notice say cup.,Robert Ray,Lose person.,Electronic,08/03/98,253,61,6544972,English,Yes,Atlantic Records,Kimberly Patterson MD,Lisa Jackson,
SP1037,My born tonight.,Tracey Tyler,Drop ready.,Electronic,04/01/19,244,27,39604000,English,No,Atlantic Records,Miss Michelle Kim,Kaitlin Simmons,
SP1038,College area card.,Kristina Adams,Need.,Jazz,14/04/22,210,68,49040028,English,Yes,Atlantic Records,Cheryl Mayer,Brianna Hoffman,
SP1039,Country leg.,Angel Pierce MD,Pretty authority.,Pop,17/04/22,254,91,68362228,Spanish,No,Universal Music,Christina Bell,Nancy Johnson,Tiffany Sutton
SP1040,Sing.,Brenda Newton,A.,Hip-Hop,13/03/13,163,8,78476054,English,Yes,Universal Music,James Mccormick,Antonio Mueller,Michael Glover
SP1041,Strong but occur.,Doris Raymond,Peace.,Electronic,27/01/98,157,60,27636670,English,Yes,Atlantic Records,Austin Martinez,Amber Burgess,Brett Rosales
SP1042,Benefit capital.,Charles Jackson,Chance.,Pop,25/04/99,,4,65232770,English,No,Indie,Christian Hendricks,Amanda Harris,Kayla Gibson
SP1043,International arm then.,Patricia Short,Player week.,Electronic,19/12/03,,46,55506013,Japanese,No,Universal Music,Christopher Coleman,Dr. Danielle Collier,
SP1044,Guy behind.,Frances Bolton,Lot prepare.,Hip-Hop,15/03/08,284,28,70489086,French,Yes,Warner Music,Anna Gibson,Christopher Vang,
SP1045,Decade son technology.,Ryan Johnson,Least I.,Reggae,08/12/03,220,56,90069595,English,Yes,Def Jam,Thomas Lopez,John Jones,
SP1046,Just deal.,Laura Oliver,From open.,Electronic,25/02/01,,29,54897223,English,Yes,Universal Music,Wendy Collins,Kristina Mitchell,
SP1047,Tree simply practice.,Deborah Cain,Difference.,Pop,01/03/96,250,76,69227991,English,Yes,Atlantic Records,Crystal Erickson,Christina Harrington,
SP1048,Talk fine training.,Steven Ward,Technology.,Pop,31/12/10,212,18,80744275,English,Yes,Warner Music,James Reeves,Amy Ayala,
SP1049,Reflect firm between.,Jessica Gray,Sort.,Hip-Hop,07/06/12,351,71,42229439,English,No,Indie,Derek Williams,Billy Smith,
SP1050,Prepare marriage leg.,Derrick Day,Day yes.,Pop,29/06/95,158,19,60287783,English,No,Atlantic Records,Kenneth Peterson,Monica Johnson,
SP1051,Woman.,Sharon House,Heavy.,R&B,17/06/03,,29,21041439,English,Yes,Warner Music,Karen House,Nicolas Ramirez,
SP1052,Very activity once.,Mr. Martin Dunn,Wonder.,Pop,03/09/01,347,22,12039318,English,No,Indie,Steven Thomas,Crystal Murphy,
SP1053,Window owner.,Matthew Lopez,High drug.,Hip-Hop,09/10/00,303,86,84295009,Korean,No,Warner Music,Christy Jones,Tina Stone,
SP1054,Beautiful religious.,Brianna Brown,Far represent.,Classical,14/01/17,248,73,84122444,English,No,Universal Music,Nicholas Tyler,Joshua Cook,
SP1055,Lay hit training.,Rhonda Dennis,Thank.,Hip-Hop,07/03/95,257,73,61458282,English,No,Warner Music,Stephen May Jr.,Mary Gregory,
SP1056,Main gas in.,Anthony Wilson,Skill people.,Hip-Hop,21/08/21,269,32,18014018,English,Yes,Indie,Pamela Miller,David Archer,
SP1057,Court across investment.,Vincent Rosario,Particular.,Pop,14/06/20,254,95,25838475,English,Yes,Universal Music,Sheena Dalton,Brandon Garcia,William Riddle
SP1058,Campaign join.,Scott Taylor,Recognize.,Pop,01/06/06,239,3,74463847,English,No,Def Jam,Jeanette Jordan DDS,Brandi Page,
SP1059,Probably its individual.,Luis Young,Me section.,Hip-Hop,27/08/13,,1,32450448,English,No,Warner Music,Stacy Kelly,Shane Allen,
SP1060,Site stay.,Amy Wilcox,Bit.,Hip-Hop,20/03/97,240,75,17580366,Korean,Yes,Indie,Jennifer Williams,Edward Gamble,Nicholas Moran
SP1061,While become.,Nicole Farley,So.,Hip-Hop,07/12/08,225,45,51087610,French,Yes,Indie,Mary Mathis,Terri Bond,Jessica White
SP1062,Woman list.,Sarah Harper,Risk.,Hip-Hop,20/05/13,280,4,74159430,Japanese,Yes,Indie,Jane Calhoun,Carol Phillips,
SP1063,Grow picture final.,Adam Smith,Drive.,Hip-Hop,15/11/96,217,86,91604661,English,Yes,Indie,Henry Morris,Leslie Sanchez MD,
SP1064,Among president.,Scott Brooks,Push available.,Hip-Hop,23/07/14,154,32,58444102,Spanish,Yes,Indie,Ethan Andrews,Ryan Luna,Jeffrey Gay
SP1065,He employee.,Brandi Franklin,Brother various.,Pop,07/07/07,211,97,6758239,Spanish,Yes,Sony Music,Angela White,Cynthia Robles,
SP1066,Mission energy point.,Emma Rodriguez,Build size.,Country,19/01/99,266,18,78090382,Spanish,Yes,Def Jam,Brenda Weaver,John Morgan,
SP1067,Ever real learn.,Michelle Ballard,In foot.,Pop,15/09/20,277,26,71847193,English,No,Atlantic Records,Leslie Woodward,Megan Rowland,
SP1068,Remain create.,Theresa King,Reveal.,Hip-Hop,05/10/20,233,46,86460920,English,Yes,Def Jam,Patty Thomas,Ann Martinez,Cristina Warren
SP1069,Fire seat.,Edward Hoffman,Food nor.,Pop,30/04/08,193,39,75617271,English,No,Universal Music,Anna Blair,Mr. Patrick Robertson Jr.,Timothy Medina
SP1070,Reach push.,Sara Jenkins,Language trouble.,Hip-Hop,18/11/94,203,2,18500991,Italian,Yes,Indie,Alisha Shah,Laura Carpenter,
SP1071,Idea sit American maintain.,Christopher Hall,Should million.,Hip-Hop,28/10/02,220,46,43506471,English,No,Atlantic Records,Greg Clark,Anna Fuller,Megan Ferguson
SP1072,Concern agent your.,Andrea Ramirez,Exactly.,Electronic,03/06/05,334,3,24882187,English,Yes,Indie,Tanya Duke,Veronica Meyers,Nathan Smith
SP1073,Maintain clearly evening.,Anthony Cohen,Skill population.,Country,03/02/19,,37,30998490,English,No,Warner Music,Jose Baker,Amy Moss,Gina Gomez
SP1074,Ago who.,Mr. Ronald Hood,Score road.,Hip-Hop,23/11/06,,4,64644335,English,No,Sony Music,Adrienne Johnson,Jill Wong,
SP1075,Thing provide claim goal.,Ronald Banks,Leader.,Hip-Hop,02/06/22,198,5,7221358,English,Yes,Sony Music,Leah Sanders,Melissa Collins,
SP1076,Economic develop.,Robin Anthony,Fill.,Classical,20/11/06,224,32,57398357,English,Yes,Warner Music,Eric White,Amanda Cohen,
SP1077,Audience age chair.,Kenneth Gibbs,State.,Jazz,09/11/03,245,51,73229441,English,Yes,Universal Music,Linda Bowen,Jonathan Cantrell,
SP1078,Serious strong answer.,Tony Rivera,Whose.,Hip-Hop,07/02/09,216,35,20337465,English,Yes,Def Jam,Adam Evans,Stacy Mason,Katie Whitaker
SP1079,Someone film.,James Salazar,Nothing.,Electronic,23/08/98,196,3,29327080,Spanish,Yes,Sony Music,Todd Hall,Sarah Turner,
SP1080,Night his future.,Kyle Thompson,Point.,Electronic,04/03/19,292,92,9612258,Spanish,No,Def Jam,Gregory Hamilton,Christopher Hernandez,Ruben Thompson
SP1081,Three particular live.,Jamie Shaw,So general.,Electronic,09/05/04,302,69,28868757,Spanish,Yes,Atlantic Records,Cody Pham,William Lopez,Christopher Horn
SP1082,Including happen during.,Kendra Martinez,National long.,Hip-Hop,24/12/95,,36,8491026,English,Yes,Def Jam,Paul Gallegos,Jeanette Wilson,
SP1083,Able describe.,Jamie Ross,Door.,Pop,12/03/04,214,18,17171805,English,No,Atlantic Records,Cassandra Miller,Cynthia Kerr,Micheal Smith
SP1084,Indeed lose.,Karen Davis,Treatment.,Folk,23/10/15,217,46,5008340,Japanese,Yes,Atlantic Records,Jennifer Hodge,Amanda Wiggins,
SP1085,Modern six hit.,Valerie Knox,Collection.,Hip-Hop,19/11/00,219,86,60030669,Korean,Yes,Indie,Amy Murphy,Roger Roman,Nancy Bryan
SP1086,Visit mouth story finish.,Peter Blanchard,Respond.,Country,01/09/09,230,22,93923512,English,Yes,Indie,Stephen Smith,Courtney Allen,Heidi Hicks
SP1087,Bar.,Brian Garcia,Around news.,Hip-Hop,02/03/15,263,61,43398801,Japanese,Yes,Sony Music,Amanda Walker,Jeremy Lopez,
SP1088,Home Congress matter view.,Anthony Brown,Energy near.,Hip-Hop,06/03/97,265,100,27406289,Spanish,Yes,Indie,Timothy Mccormick,Ryan Austin,
SP1089,Report oil even.,Bruce Mcguire,Eye society.,Pop,13/05/04,361,40,77195143,English,Yes,Universal Music,Lucas Martin,Charles Maynard,
SP1090,Support generation life deal.,Emily Compton,Democrat store.,Jazz,02/06/12,274,6,15747610,French,No,Sony Music,Mark Hawkins,Ronald Matthews,
SP1091,Serve offer nature.,Mary Mcclure,Become little.,Pop,02/05/07,280,26,81613318,English,Yes,Sony Music,Kathleen Chen,Brittany Bell,
SP1092,Hospital election in.,Matthew Carter,Former.,Electronic,23/11/07,298,67,75854067,,No,Sony Music,Mathew Murphy,Joshua Smith,
SP1093,Least within.,Kristi Brown,Reason.,Hip-Hop,31/07/11,111,8,46108093,English,Yes,Universal Music,Kristen Estrada,Billy Hernandez,
SP1094,Expert.,Amanda Alvarado,Rather.,Hip-Hop,29/06/11,240,13,62765872,,Yes,Def Jam,Vanessa Edwards,Thomas Rodriguez,
SP1095,Anyone section nature.,Kimberly Nguyen,Condition article.,Pop,18/10/00,241,15,95187838,English,No,Def Jam,Sheena Day,Jason Smith,
SP1096,Spring kitchen hospital.,Joseph Hernandez,Money.,Electronic,24/12/11,249,43,73249223,Korean,No,Universal Music,Ronald Thomas,Todd Brown,
SP1097,Against benefit.,Lori Jones,Meet relate.,Hip-Hop,02/07/11,215,64,82427707,English,Yes,Indie,Carol Haley,Kyle Meyers,Andres Hart
SP1098,Usually reveal.,Michael Ryan,Show after.,Classical,08/02/17,187,20,71005571,English,Yes,Warner Music,Jill Sanchez,Jamie Stevens,
SP1099,Under father hot.,Andrew Thomas,Gun continue.,Folk,01/05/10,176,16,48801506,Italian,No,Universal Music,Adam Gilbert,Jennifer Liu,
SP1100,People various strategy.,Timothy Brown,Sure.,Country,07/04/01,173,10,18906448,English,Yes,Atlantic Records,Robin Nelson,Desiree Wong,
SP1101,Community.,Kelly Levy,Act safe.,Country,23/08/22,237,95,63158940,English,No,Universal Music,Alison Harvey,Jonathan Patrick,
SP1102,Mrs care.,Chris Johnson,West.,Electronic,11/11/20,236,59,95567381,German,Yes,Warner Music,Jimmy Jones,Rhonda Mccormick,
SP1103,Main much ability.,Candace Williamson,Development.,Hip-Hop,26/04/20,285,74,26731743,English,Yes,Def Jam,Sabrina Kirby,Nicole Russell,
SP1104,Blood send same audience.,Emily Burke,President picture.,Pop,15/10/95,272,12,87916275,Spanish,Yes,Universal Music,Donald Ortega,Melanie Rosales,
